politician_id,name,party,occupation,year_of_birth,field_title,sex,education
184332,Mayra Vriesema,BÜNDNIS 90/­DIE GRÜNEN,,1999.0,,f,Politikwissenschaftlerin
183275,Lisa Schubert,Die Linke,Student*in Sozialwissenschaften,2002.0,,d,
182187,Andrea Lübcke,BÜNDNIS 90/­DIE GRÜNEN,Wissenschaftsbasierte Politikberatung,1978.0,Dr.,f,Physikerin
182836,Reza Asghari,CDU/CSU,Professor,1961.0,,m,Doktor der Wirtschaftswissenschaften
79014,Carsten Schneider,SPD,"MdB, Parlamentsgeschäftsführer im Bundestag",1976.0,,m,Bankkaufmann
175896,Alexis Giersch,AfD,Kanalsteuerer a.D.,,,m,
79097,Aydan Özoğuz,SPD,MdB,,,f,
78834,Mahmut Özdemir,SPD,"Rechtsreferendar (beurlaubt), MdB",1987.0,,m,
66563,Cansu Özdemir,Die Linke,MdHB & Studentin,1988.0,,f,
175403,Armand Zorn,SPD,MdB,1988.0,,m,"Politologe, Ökonom und Wirtschaftsjurist"
178590,Ulrich von Zons,AfD,Rechtsanwalt & Fraktionsmitarbeiter,1968.0,,m,Volljurist
182827,Vanessa-Kim Zobel,CDU/CSU,Bankkauffrau,1988.0,,f,Wirtschaftsfachwirtin (IHK geprüft)
183503,Jörg Zirwes,AfD,Kreis-und Fraktionsvorsitzender AfD Cochem-Zell,1968.0,,m,Berufssoldat a.D.
175876,Nicolas Zippelius,CDU/CSU,MdB,1987.0,,m,Bachelor Politik- und Rechtswissenschaften
175914,Diana Zimmer,AfD,Controllerin,1998.0,,f,Betriebswirtin (B.Sc.)
78902,Stefan Zierke,SPD,MdB,1970.0,,m,Werkzeugmacher Reiseverkehrskaufmann und Tourismusfachwirt
145878,Paul Ziemiak,CDU/CSU,MdB,1985.0,,m,
145732,Kay-Uwe Ziegler,AfD,MdB,1963.0,,m,Veterinäringenieur
78904,Emmi Zeulner,CDU/CSU,MdB,1987.0,,f,Examinierte Gesundheits- und Krankenpflegerin
183257,Anne Zerr,Die Linke,Gewerkschaftssekretärin,1993.0,,f,
178558,Daniel Zerbin,AfD,Professor für Kriminalwissenschaften,,,m,
178644,Christian Zaum,AfD,Lehrer,1969.0,,m,1. und 2. Staatsexamen für Lehramt Gymnasium
130692,Serdar Yüksel,SPD,,1973.0,,m,
149653,Mareike Lotte Wulf,CDU/CSU,Geschäftsführerin Bereich Bildung bei den Unternehmerverbänden Niedersachsen (UVN),1979.0,,f,Diplom Sozialwissenschaftlerin
66277,Alexander Wolf,AfD,"MdHB, Rechtsanwalt",1967.0,,m,Volljurist
135302,Janine Wissler,Die Linke,MdB,1981.0,,f,Dipl. Politologin
133683,Mechthilde Wittmann,CDU/CSU,MdB,1967.0,,f,"Bankkauffrau, Studium BWL, Jura und Maschinenbau"
150296,Christian Wirth,AfD,MdB,1963.0,Dr.,m,Rechtsanwalt
146013,Tina Winklmann,BÜNDNIS 90/­DIE GRÜNEN,MdB,1980.0,,f,Verfahrensmechanikerin für Kunststoff- und Kautschuktechnik
142259,Tobias Winkler,CDU/CSU,MdB,1978.0,,m,Dipl. sc. pol. Univ.
78916,Elisabeth Winkelmeier-Becker,CDU/CSU,MdB,1962.0,,f,"Studium der Rechtswissenschaften, Richterin am Amtsgericht a.D."
182855,Johannes Winkel,CDU/CSU,,,,m,
78914,Klaus-Peter Willsch,CDU/CSU,MdB,1961.0,,m,Dipl. Volkswirt
182209,Christin Willnat,Die Linke,Übersetzerin und Integrationshelferin,1986.0,,f,
78913,Dirk Wiese,SPD,Bundestagsabgeordneter,1983.0,,m,Jurist
175862,Klaus Wiener,CDU/CSU,MdB,1962.0,Dr.,m,"Ausbildung zum Energieanlagenelektroniker, Studium und Promotion im Fach Volkswirtschaftslehre"
145806,Wolfgang Wiehle,AfD,Bundestagsabgeordneter,1964.0,,m,Diplom-Informatiker
175895,Johannes Wiegelmann,CDU/CSU,Rechtsanwalt,1993.0,,m,Volljurist
78817,Kai Whittaker,CDU/CSU,MdB,1985.0,,m,
175968,Sven Wendorf,AfD,Verwaltungsfachangestellter,1972.0,,m,Verwaltungsfachangestellter
175867,Maria-Lena Weiss,CDU/CSU,MdB,1981.0,Dr.,f,Juristin
175015,Claudia Weiss,AfD,"Referentin für Arbeit, Gesundheit, Soziales und Gleichstellung",1975.0,,f,Pflegedienstleiterin
78919,Anja Weisgerber,CDU/CSU,MdB,1976.0,,f,Rechtsanwältin
175947,Mathias Weiser,AfD,kaufmännischer Leiter,1986.0,,m,M.A.
108379,Alice Weidel,AfD,"MdB, Fraktionsvorsitzende AfD im Bundestag",1979.0,,f,Volkswirtin
175409,Carmen Wegge,SPD,MdB,1989.0,,f,Juristin
78805,Nina Warken,CDU/CSU,MdB,1979.0,,f,Rechtsanwältin
165836,Daniel Walter,SPD,,1991.0,,m,LL.M. European Law
175464,Maja Wallstein,SPD,MdB,1986.0,,f,
182890,Siegfried Walch,CDU/CSU,Landrat,1984.0,,m,
175309,Sascha Wagner,Die Linke,Angestellter Fraktionsgeschäftsführer,1980.0,,m,
175584,Johannes Wagner,BÜNDNIS 90/­DIE GRÜNEN,Arzt in Weiterbildung zum Kinderarzt,1991.0,,m,Humanmediziner
175410,Carolin Wagner,SPD,MdB,1982.0,Dr.,f,Germanistin
145969,Robin Wagener,BÜNDNIS 90/­DIE GRÜNEN,MdB,1980.0,,m,Jurist
146020,Niklas Wagener,BÜNDNIS 90/­DIE GRÜNEN,Student,1998.0,,m,Forstwirtschaft
78818,Johann Wadephul,CDU/CSU,MdB,1963.0,Dr.,m,Jurist
78938,Dirk Vöpel,SPD,MdB,1971.0,,m,
146784,Marja-Liisa Völlers,SPD,MdB,1984.0,,f,
66002,Christoph de Vries,CDU/CSU,MdB,1974.0,,m,Diplom-Soziologe
183219,Sarah Vollath,Die Linke,Leitung oGts,1995.0,,f,Sozialarbeiterin
182876,Johannes Volkmann,CDU/CSU,Büroleiter von MdEP Dr. Sven Simon,,,m,M.Sc. in Contemporary Chinese Studies
170273,Donata Vogtschmidt,Die Linke,,1998.0,,f,Staatswissenschaftlerin
145876,Oliver Vogt,CDU/CSU,MdB,1977.0,Dr.,m,Diplom-Physiker
182935,Ingo Vogel,SPD,,,,m,
145877,Kerstin Vieregge,CDU/CSU,MdB,1976.0,,f,Betriebswirtin
78944,Julia Verlinden,BÜNDNIS 90/­DIE GRÜNEN,"Mitglied des Bundestags, stellvertretende Fraktionsvorsitzende von Bündnis 90/Die Grünen",1979.0,Dr.,f,Diplom Umweltwissenschaften & Promotion
31073,Isabelle Vandre,Die Linke,,1989.0,,f,Politikwissenschaftlerin
183231,Aaron Valent,Die Linke,,1997.0,,m,Auszubildender
183483,Martina Uhr,AfD,,,,f,
175599,Katrin Uhlig,BÜNDNIS 90/­DIE GRÜNEN,MdB,1982.0,,f,
175419,Derya Türk-Nachbaur,SPD,MdB und Pädagogische Fachkraft,1973.0,,f,Versicherungsfachfrau
136824,Markus Töns,SPD,MdB,1964.0,,m,M.A. Politikwissenschaften
78821,Carsten Träger,SPD,MdB,1973.0,,m,Diplom-Kommunikationswirt
175394,Anja Troff-Schaffarzyk,SPD,MdB,1969.0,,f,Dipl.-Pädagogin
180245,Bastian Treuheit,AfD,Kaufmännischer Angestellter in leitender Funktion,1998.0,,m,
175351,Gerhard Trabert,Die Linke,"Hochschullehrer, Sozial-Mediziner",1956.0,Prof. Dr.,m,"Diplom-Sozialpädagoge, Arzt für Allgemeinmedizin und Notfallmedizin"
78958,Astrid Timmermann-Fechter,CDU/CSU,MdB,1963.0,,f,Selbstständige Unternehmerin
108605,Alexander Throm,CDU/CSU,MdB,1968.0,,m,Volljurist
178690,Ulrich Thoden,Die Linke,Berufsschullehrer,1973.0,,m,Diplom-Theologe
78960,Michael Thews,SPD,MdB,1964.0,,m,Diplom Chemie-Ingenieur
158687,Hans Theiss,CDU/CSU,Arzt und Professur für Innere Medizin,1977.0,Prof. Dr.,m,Medizinstudium
138346,Roland Theis,CDU/CSU,Landtagsabgeordneter,1980.0,,m,Jurist
181949,Robert Teske,AfD,Mitglied des Bundestages,1990.0,,m,Speditionskaufmann
175538,Awet Tesfaiesus,BÜNDNIS 90/­DIE GRÜNEN,Partnerin einer Kanzlei,1974.0,,f,Rechtsanwältin
158594,Tobias Teich,AfD,,,,m,
182828,Vivian Tauschwitz,CDU/CSU,Master Internationale Beziehungen - Rechtswissenschaften,1994.0,,f,Zeitsoldatin
175488,Ruppert Stüwe,SPD,MdB,1978.0,,m,Dipl. Volkswirt
177578,Christina Stumpp,CDU/CSU,MdB,1987.0,,f,"Steuerrechtlerin LL.B., Verwaltungswirtin"
182851,Hendrik Streeck,CDU/CSU,,1977.0,,m,Virologe
175953,Otto Strauß,AfD,Geschäftsführer in einem Betrieb für Luft- und Raumfahrt,1954.0,,m,Dachdeckermeister
182862,Katja Strauss-Köster,CDU/CSU,Bürgermeisterin der Stadt Herdecke,1970.0,Dr.,f,Studium der Raumplanung
78976,Stephan Stracke,CDU/CSU,MdB,1974.0,,m,Volljurist
29202,Beatrix von Storch,AfD,MdB,1971.0,,f,Juristin
78979,Dieter Stier,CDU/CSU,MdB,1964.0,,m,Dipl. Ing. agr.
78939,Christian von Stetten,CDU/CSU,MdB,1970.0,,m,selbstständiger Kaufmann
175972,Thomas Stephan,AfD,Versicherungsvermittler,1970.0,,m,Selbst. Versicherungs- und Finanzanlagenfachmann
164996,Hanna Steinmüller,BÜNDNIS 90/­DIE GRÜNEN,MdB,1993.0,,f,Sozialwissenschaftlerin
78797,Johannes Steiniger,CDU/CSU,MdB,1987.0,,m,Gymnasiallehrer
182839,Sebastian Steineke,CDU/CSU,"Rechtsanwalt, MdB",1973.0,,m,Volljurist
183064,Sandra Stein,BÜNDNIS 90/­DIE GRÜNEN,Familienunternehmerin,1986.0,,f,B.A. in Medienwissenschaft & Philosophie
139062,Ralf Stegner,SPD,MdB,1959.0,,m,"Studium der Politikwissenschaft, Geschichte und Germanistik"
78981,Albert Stegemann,CDU/CSU,MdB,1976.0,,m,Landwirtschaftsmeister
78988,Wolfgang Stefinger,CDU/CSU,MdB,1985.0,,m,
66475,Till Steffen,BÜNDNIS 90/­DIE GRÜNEN,MdB,1973.0,Dr.,m,Rechtsanwalt und Fachanwalt für Verwaltungsrecht
183211,Julia-Christina Stange,Die Linke,Fachkinderkrankenschwester,1978.0,,f,Fachkinderkrankenschwester
145898,Katrin Staffler,CDU/CSU,MdB,1981.0,,f,Biochemikerin M.Sc.
78996,Svenja Stadler,SPD,MdB,1976.0,,f,Senior-PR-Beraterin
145723,René Springer,AfD,MdB,1979.0,,m,Meister Elektrotechnik / Politikwissenschaftler M.A.
78993,Jens Spahn,CDU/CSU,MdB,1980.0,,m,Bankkaufmann
78992,Tino Sorge,CDU/CSU,MdB,1975.0,,m,Jurist
164992,Nyke Slawik,BÜNDNIS 90/­DIE GRÜNEN,Bundestagsabgeordnete,1994.0,,f,Wissenschaftliche Mitarbeiterin
145888,Björn Simon,CDU/CSU,MdB,1981.0,,m,
78831,Thomas Silberhorn,CDU/CSU,MdB,1968.0,,m,Rechtsanwalt
145823,Martin Sichert,AfD,MdB,1980.0,,m,Diplom-Kaufmann
175519,Lina Seitzl,SPD,MdB,1989.0,Dr.,f,wissenschaftliche Mitarbeiterin und Hochschuldozentin
182873,Nora Seitz,CDU/CSU,,,,f,
183482,Dario Seifert,AfD,,,,m,
78825,Detlef Seif,CDU/CSU,MdB,1962.0,,m,Studium der Rechtswissenschaften
176316,Stefan Seidler,fraktionslos,MdB,1979.0,,m,Master of Science
175370,Evelyn Schötz,Die Linke,Allgemeinpsychiatrische Station bei den Bezirkskliniken Mittelfranken,1961.0,,f,staatlich anerkannte Altenpflegerin
158733,Marlene Schönberger,BÜNDNIS 90/­DIE GRÜNEN,Politikwissenschaftlerin an der LMU München,1990.0,,f,Politikwissenschaftlerin M.A.
175522,Johannes Schätzl,SPD,MdB,1993.0,,m,Informatiker
175649,Sebastian Schäfer,BÜNDNIS 90/­DIE GRÜNEN,MdB,1979.0,Dr.,m,Wirtschaftswissenschaftler
175580,Jamila Anna Schäfer,BÜNDNIS 90/­DIE GRÜNEN,MdB,1993.0,,f,
180854,Ines Schwerdtner,Die Linke,Publizistin,1989.0,,f,
79001,Rita Schwarzelühr-Sutter,SPD,"Parlamentarische Staatssekretärin, MdB",1962.0,,f,Diplom-Betriebswirtin
79000,Andreas Schwarz,SPD,MdB,1965.0,,m,Dipl. Betriebswirt (FH)
78999,Stefan Schwartze,SPD,MdB,1974.0,,m,Industriemechaniker
78998,Frank Schwabe,SPD,MdB,1970.0,,m,Gästeführer
131019,Svenja Schulze,SPD,Bundesministerin für Wirtschaftliche Zusammenarbeit und Entwicklung und MdB,1968.0,,f,Germanistin und Politikwissenschaftlerin (Magister) und Unternehmensberaterin
145770,Uwe Schulz,AfD,MdB,1961.0,,m,Siehe Lebenslauf
182848,Marvin Schulz,CDU/CSU,,,,m,
175905,Bernd Schuhmann,AfD,,,,m,Gartenbaumeister
170151,Stefan Schröder,AfD,Referent,1983.0,,m,M.A. Geschichtswissenschaften
183529,Georg Schroeter,AfD,,,,m,
121738,Michael Schrodi,SPD,MdB,1977.0,,m,"Gymnasiallehrer für Deutsch, Geschichte und Sozialkunde"
108783,Felix Schreiner,CDU/CSU,MdB,1986.0,,m,
29441,Johannes Schraps,SPD,MdB,1983.0,,m,"Politikwissenschaften, M.A."
66924,Olaf Scholz,SPD,"Bundeskanzler der Bundesrepublik Deutschland,MdB",1958.0,,m,Rechtsanwalt
78836,Patrick Schnieder,CDU/CSU,MdB,1968.0,,m,Jurist
176576,Julia Schneider,BÜNDNIS 90/­DIE GRÜNEN,Regierungsrätin a. P.,1990.0,,f,Master of European Studies & Master of Intercultural Communication Studies
140944,Uwe Schmidt,SPD,Mitglied des Bundestages,1966.0,,m,Hafenfacharbeiter
121977,Stefan Schmidt,BÜNDNIS 90/­DIE GRÜNEN,MdB,1981.0,,m,"Lehramt Hauptschullehrer, Schwerpunkt Sozialkunde"
182821,Sebastian Schmidt,CDU/CSU,Betriebsratsvorsitzender,1993.0,,m,staatlich geprüfter Betriebswirt
108815,Paul Schmidt,AfD,Betriebsphysiker in der Energieerzeugung,1966.0,,m,"Dr. rer. nat. (Biophysik), M.S. und B.S. in Physik"
145768,Julian Schmidt,AfD,Büroleiter,1989.0,,m,"Wirtschaftsingenieur, Fluggerätmechaniker"
152755,Jan Wenzel Schmidt,fraktionslos,MdB,1991.0,,m,"Handelsfachwirt, Meister für Schutz und Sicherheit"
66004,Henri Schmidt,CDU/CSU,Geschäftsführer eines mittelständischen IT Unternehmens,1983.0,,m,"Offizier, Studium (Politikwissenschaften, Betriebswirtschaftslehre)"
79036,Dagmar Schmidt,SPD,MdB,1973.0,,f,Historikerin
108960,Nils Schmid,SPD,MdB,1973.0,,m,Jurist
141311,Christoph Schmid,SPD,MdB,,,m,
175286,David Schliesing,Die Linke,"Dramaturg, Audioredakteur",1983.0,,m,Diplom-Schauspielregiesseur
175942,Manfred Schiller,AfD,,1961.0,,m,Radio- und Fernsehtechniker
180235,Carina Schießl,AfD,,1990.0,,f,Medizinisch-technische Laboratoriumsassistentin
168672,Lars Schieske,AfD,,1977.0,,m,
123546,Ulrike Schielke-Ziesing,AfD,MdB,1969.0,,f,Verwaltungswirt
175017,Volker Scheurell,AfD,Tischler und Dachdecker,1967.0,,m,Handwerker
170325,Christiane Schenderlein,CDU/CSU,MdB und MdL,1981.0,Dr.,f,Politikwissenschaftlerin
175956,Raimond Scheirich,AfD,,,,m,Diplom Ingenieur
79023,Nina Scheer,SPD,MdB,1971.0,Dr.,f,"Musikstudium, Jurastudium, Politikwissenschaftliche Promotion"
79021,Ulle Schauws,BÜNDNIS 90/­DIE GRÜNEN,MdB,1966.0,,f,"Film-, Fernseh-, Politikwissenschaften und Geschichte"
175904,Bernd Schattner,AfD,Geschäftsführer,1968.0,,m,Verwaltungsfachangestellter
182856,Carl-Philipp Sassenrath,CDU/CSU,,1990.0,,m,Jurastudium
175836,Catarina dos Santos-Wintz,CDU/CSU,MdB,1994.0,,f,Juristin
184320,Zada Salihović,Die Linke,Gewerkschafterin,2000.0,,f,
175594,Kassem Taher Saleh,BÜNDNIS 90/­DIE GRÜNEN,MdB,1993.0,,m,Diplom-Ingenieur
79032,Johann Saathoff,SPD,MdB,1967.0,,m,Diplom-Verwaltungswirt (FH)
79051,Bernd Rützel,SPD,MdB,1968.0,,m,Technischer Oberamtsrat a.D.
79046,Corinna Rüffer,BÜNDNIS 90/­DIE GRÜNEN,MdB,1975.0,,f,
73300,Thomas Röwekamp,CDU/CSU,MdB,1966.0,,m,Rechtsanwalt und Notar
79043,Norbert Röttgen,CDU/CSU,MdB,1965.0,Dr.,m,Studium der Rechtswissenschaften
79047,Albert Rupprecht,CDU/CSU,MdB,1968.0,,m,Dipl. Volkswirt
145843,Ruben Rupp,AfD,Wissenschaftlicher Referent,1990.0,,m,"B.Sc. der Wirtschaftswissenschaften, Kaufmann im Einzelhandel"
182913,Daniela Rump,SPD,,1996.0,,f,Jurastudentin
183489,Angela Rudzka,AfD,Referentin im niedersächsischen Landtag,1984.0,,f,Kauffrau für Büromanagement und Friseurin
175502,Thorsten Rudolph,SPD,MdB,1974.0,Dr.,m,Diplom-Volkswirt und promovierter Literaturwissenschaftler
145872,Stefan Rouenhoff,CDU/CSU,MdB,1978.0,,m,"Ausgebildeter Bauzeichner, Diplom-Volkswirt, Politikwissenschaftler (MA)"
182949,Philipp Rottwilm,SPD,Bürgermeister,1984.0,Dr.,m,Diplom-Kaufmann
165158,Rainer Rothfuß,AfD,MdB,1971.0,Dr.,m,Dipl.-Geograph
182900,Johannes Rothenberger,CDU/CSU,Rechtsanwalt,,,m,Studium der Politik- und Rechtswissenschaft
79041,Claudia Roth,BÜNDNIS 90/­DIE GRÜNEN,MdB,1955.0,,f,Dramaturgin
146839,Sebastian Roloff,SPD,MdB,1983.0,,m,Jurist
30936,Lars Rohwer,CDU/CSU,MdB,1972.0,,m,Bankkaufmann
79066,Dennis Rohde,SPD,MdB,1986.0,,m,Jurist
146806,Daniel Rinkert,SPD,MdB,1987.0,,m,Jurist
183055,Sylvia Rietenberg,BÜNDNIS 90/­DIE GRÜNEN,,,,f,
181741,Matthias Rentzsch,AfD,,1977.0,,m,
121673,Martin Erwin Renner,AfD,MdB,1954.0,,m,Diplom-Betriebswirt
180856,Lea Reisner,Die Linke,MdB Mitarbeiterin,1989.0,,f,Gesundheits- und Krankenpflegerin
146043,Anja Reinalter,BÜNDNIS 90/­DIE GRÜNEN,Mitglied des Deutschen Bundestages,1970.0,Dr.,f,Professorin für Soziale Arbeit
149570,Heidi Reichinnek,Die Linke,Mitglied des Bundestags,1988.0,,f,pädagogische Mitarbeiterin in der Jugendhilfe
175869,Markus Reichel,CDU/CSU,Selbstständiger Unternehmer,1968.0,Dr.,m,Promovierter Wirtschaftsmathematiker
182905,Truels Reichardt,SPD,Angestellter,1994.0,,m,Sozialarbeiter / Sozialpädagoge mit staatlicher Anerkennung
150298,Martin Reichardt,AfD,MdB,1969.0,,m,Offizier und Pädagoge
175940,Lukas Rehm,AfD,,,,m,
130301,Henning Rehbaum,CDU/CSU,MdB,1973.0,,m,Dipl.-Betriebswirt (FH)
182879,Pascal Reddig,CDU/CSU,Rechtsanwalt,1995.0,,m,Volljurist
183533,Christian Reck,AfD,,1987.0,,m,
182324,Arne Onni Raue,AfD,Bürgermeister,1970.0,,m,"Baufacharbeiter, DiplomVerwaltungswirt (FH)"
31607,Bodo Ramelow,Die Linke,"MdB, Bundestagsvizepräsident",1956.0,,m,Kaufmann
79067,Alois Rainer,CDU/CSU,MdB,1965.0,,m,Metzgermeister
79069,Alexander Radwan,CDU/CSU,MdB,1964.0,,m,Rechtsanwalt und Diplom-Ingenieur
79070,Kerstin Radomski,CDU/CSU,MdB,1974.0,,f,Lehrerin für Biologie und Erdkunde
79071,Thomas Rachel,CDU/CSU,MdB,1962.0,,m,"Studium der Politologie, der Geschichte und des Staatsrechts"
79073,Martin Rabanus,SPD,MdB,1971.0,,m,Ministerialrat
179282,Marcel Queckemeyer,AfD,,,,m,
182865,Oliver Pöpsel,CDU/CSU,Agenturleiter Versicherungen,1973.0,,m,
183481,Kerstin Przygodda,AfD,,,,f,
